64,-0.766094,-136
64,-0.766094,-136
60,0.383047,-140
60,0.383047,-140
60,0.0,-140
60,0.0,-140
65,-0.766094,-135
68,-0.383047,-132
66,-0.383047,-134
62,-0.383047,-138
55,-0.766094,-145
55,-0.766094,-145
54,-1.53219,-146
54,23.7489,-146
59,19.9184,-141
49,6.12875,-151
49,6.12875,-151
56,-1.14914,-144
56,-1.14914,-144
53,9.57617,-147
53,9.57617,-147
50,28.3455,-150
50,28.3455,-150
41,-23.3659,-159
41,-23.3659,-159
48,24.515,-152
48,24.515,-152
46,39.4538,-154
46,39.4538,-154
52,49.7961,-148
52,49.7961,-148
49,70.8636,-151
49,70.8636,-151
